,co_code,co_stkdate,company_name,equity_facevalue_on_stkdate,eps_on_stkdate,equity_bv_on_stkdate,high_price,stock_returns,market_cap,pe,pb,traded_qty
1417,24028,2014,ATLANTA LTD.,2.0,11.8196,3750.1,77.5,1.1929,6132.875,26.938000000000002,1.7409999999999999,2046095.0
1418,24028,2015,ATLANTA LTD.,2.0,11.8196,3750.1,103.7,1.1704,7750.65,31.0012,2.0668,2982966.0
1419,24028,2016,ATLANTA LTD.,2.0,6.7092,4161.9,84.15,1.2,6450.725,78.9649,1.5499,7115143.0
1420,24028,2017,ATLANTA LTD.,2.0,9.9055,4939.1,128.0,1.1446,9955.225,13.1719,2.1125,6681802.0
1421,24028,2018,ATLANTA LTD.,2.0,7.5558,5108.7,131.9,1.099,10440.15,18.3879,2.0899,4323191.0
1422,24106,2014,ATLAS CYCLES (HARYANA) LTD.,10.0,-11.5624,1123.2,328.65,1.1887,1005.6560000000001,,0.8959999999999999,1489486.0
1423,24106,2015,ATLAS CYCLES (HARYANA) LTD.,10.0,-33.6109,933.7,276.4,1.1527,855.5799,,0.9326,941145.0
1424,24106,2016,ATLAS CYCLES (HARYANA) LTD.,10.0,15.683,940.1,444.0,1.193,1398.3252,122.7711,1.4874,1202769.0
1425,24106,2017,ATLAS CYCLES (HARYANA) LTD.,10.0,12.6694,964.7,695.0,1.1957,2221.2233,101.1896,2.4414,3482863.0
1426,24106,2018,ATLAS CYCLES (HARYANA) LTD.,5.0,7.3956,967.1,231.1,1.05,1461.0872,30.375999999999998,1.5108,34743.0
1427,24230,2014,KAVIT INDUSTRIES LTD.,10.0,0.1085,651.7,17.56,1.05,802.1915,1145.9879,1.8582,13565.0
1428,24230,2015,KAVIT INDUSTRIES LTD.,10.0,0.0215,652.8,16.7,1.05,775.715,1347.05,1.1892,68928.0
1429,24230,2016,KAVIT INDUSTRIES LTD.,10.0,0.0565,655.7,29.25,1.0989,1755.81,512.3576,2.6778,938781.0
1430,24230,2017,KAVIT INDUSTRIES LTD.,10.0,0.1841,666.8,42.0,1.1941,2548.5567,264.2489,3.8289999999999997,821242.0
1431,24230,2018,KAVIT INDUSTRIES LTD.,10.0,0.0759,670.3,38.85,1.0975,2334.8867,496.7844,3.4833,255852.0
1432,24306,2014,ATUL AUTO LTD.,10.0,28.910999999999998,1261.7,834.8,1.1627,14835.7975,40.1401,12.1398,1894907.0
1433,24306,2015,ATUL AUTO LTD.,5.0,19.3636,1573.6,722.0,1.109,15492.9964,41.9183,12.2795,822101.0
1434,24306,2016,ATUL AUTO LTD.,5.0,21.5283,1729.3,584.6,1.1257,12709.5014,29.9117,8.0767,256272.0
1435,24306,2017,ATUL AUTO LTD.,5.0,19.6416,2090.1,512.0,1.0629,10979.2801,28.0729,5.7461,390240.0
1436,24306,2018,ATUL AUTO LTD.,5.0,22.2164,2296.9,476.0,1.0917,10070.8316,24.738000000000003,4.6047,228564.0
1437,24381,2014,ATUL LTD.,10.0,77.6961,10117.3,1497.0,1.1899,43169.6862,19.0233,4.8022,3712872.0
1438,24381,2015,ATUL LTD.,10.0,83.72399999999999,12244.5,1811.05,1.1023,52422.6638,21.8164,4.5087,330927.0
1439,24381,2016,ATUL LTD.,10.0,98.1028,14674.9,2492.0,1.0627,72454.7152,24.9741,4.9406,1688776.0
1440,24381,2017,ATUL LTD.,10.0,96.7374,16611.9,2850.0,1.0668,81649.8524,36.8855,4.9151,220603.0
1441,24381,2018,ATUL LTD.,10.0,107.5999,18818.2,3365.35,1.0634,98503.6491,39.5209,5.2347,215931.0
1442,24496,2014,AKSHARCHEM (INDIA) LTD.,10.0,41.8547,474.9,303.0,1.1998,1378.3782,7.8327,3.6102,90722.0
1443,24496,2015,AKSHARCHEM (INDIA) LTD.,10.0,27.5801,840.6,264.0,1.1233,1670.9977,12.2328,3.3521,49681.0
1444,24496,2016,AKSHARCHEM (INDIA) LTD.,10.0,59.2378,1192.1,791.55,1.1999,5788.526,15.1964,4.8557,1332996.0
1445,24496,2017,AKSHARCHEM (INDIA) LTD.,10.0,71.0252,2203.1,945.0,1.075,7109.5949,18.1299,5.1372,163246.0
1446,24496,2018,AKSHARCHEM (INDIA) LTD.,10.0,41.7185,2410.5,791.0,1.1457,6321.326,18.4726,2.765,97905.0
1447,24570,2014,AUNDE INDIA LTD.,10.0,4.01,407.5,58.0,1.05,599.9634,10.1496,1.6198,30440.0
1448,24570,2015,AUNDE INDIA LTD.,10.0,-0.3357,367.6,61.5,1.05,659.4772,,1.794,62607.0
1449,24570,2016,AUNDE INDIA LTD.,10.0,3.0868,338.2,58.55,1.05,604.7889,29.3587,1.7883,27889.0
1450,24570,2017,AUNDE INDIA LTD.,10.0,2.378,357.8,84.05,1.05,862.682,50.2447,2.4226,26011.0
1451,24570,2018,AUNDE INDIA LTD.,10.0,-9.6426,235.8,81.3,1.05,834.8017,,3.862,22895.0
1452,24616,2014,AURANGABAD PAPER MILLS LTD.,10.0,-0.9116,-12.4,3.27,1.05,19.0122,,,27675.0
1453,24616,2015,AURANGABAD PAPER MILLS LTD.,10.0,-1.4964,-120.9,2.13,1.05,11.8027,,,8311.0
1454,24616,2016,AURANGABAD PAPER MILLS LTD.,10.0,-1.2556,-136.2,1.64,1.0467,9.5352,,,10000.0
1455,24663,2014,AURO LABORATORIES LTD.,10.0,0.9306,71.6,10.2,1.0992,62.0134,12.6558,0.8884,19790.0
1456,24663,2015,AURO LABORATORIES LTD.,10.0,1.3638,80.1,24.4,1.0938,152.07299999999998,18.7744,1.9299,66642.0
1457,24663,2016,AURO LABORATORIES LTD.,10.0,2.2623,92.9,48.05,1.1994,298.8484,23.7202,3.2913,87914.0
1458,24663,2017,AURO LABORATORIES LTD.,10.0,3.2089999999999996,113.1,112.85,1.2,657.5287,39.574,5.8137,130599.0
1459,24663,2018,AURO LABORATORIES LTD.,10.0,5.9848,141.6,104.7,1.099,636.6499,20.3403,5.0328,84417.0
1460,24685,2014,AUROBINDO PHARMA LTD.,1.0,54.5446,51918.6,1172.0,1.0855,338915.1776,21.3189,7.0643,14658193.0
1461,24685,2015,AUROBINDO PHARMA LTD.,1.0,53.7235,65728.9,1540.55,1.0705,518210.1417,34.9799,8.4831,4337104.0
1462,24685,2016,AUROBINDO PHARMA LTD.,1.0,28.8501,76839.6,895.0,1.0696,515231.9225,33.2125,7.8387,19421500.0
1463,24685,2017,AUROBINDO PHARMA LTD.,1.0,33.3495,94963.3,809.45,1.1325,467006.8682,27.7212,5.2208,19391031.0
1464,24685,2018,AUROBINDO PHARMA LTD.,1.0,33.4059,102077.0,827.45,1.0912,469311.9948,27.2674,4.5976,29682657.0
1465,24700,2014,AUROMA COKE LTD.,10.0,0.1583,108.1,12.1,1.05,76.4587,243.2776,0.7152,5357.0
1466,24700,2015,AUROMA COKE LTD.,10.0,-1.0603,100.9,6.92,1.05,43.7268,,0.4743,1800.0
1467,24700,2016,AUROMA COKE LTD.,10.0,-2.6745,88.5,7.33,1.0499,46.3175,,0.6117,2000.0
1468,24700,2017,AUROMA COKE LTD.,10.0,-1.8674,67.4,7.89,1.05,49.2874,,0.7873,2015.0
1469,24700,2018,AUROMA COKE LTD.,10.0,1.4401,71.7,16.24,1.05,100.6601,18.627,1.4039,22162.0
1470,24774,2014,AUSTIN ENGINEERING CO. LTD.,10.0,10.7539,572.0,104.75,1.1996,351.4317,9.4717,0.623,220946.0
1471,24774,2015,AUSTIN ENGINEERING CO. LTD.,10.0,10.2939,575.4,118.0,1.1996,398.38199999999995,13.6655,0.6965,179800.0
1472,24774,2016,AUSTIN ENGINEERING CO. LTD.,10.0,-0.2588,562.0,75.0,1.2,252.3144,,0.449,48919.0
1473,24774,2017,AUSTIN ENGINEERING CO. LTD.,10.0,-6.7859,533.3,85.5,1.2,290.3963,,0.5612,82722.0
1474,24774,2018,AUSTIN ENGINEERING CO. LTD.,10.0,1.524,524.8,148.4,1.1997,481.8492,56.5963,0.9439,181844.0
1475,24919,2014,AUTOLINE INDUSTRIES LTD.,10.0,-24.2649,1864.1,121.5,1.1997,1445.3027,,0.9046,2152369.0
1476,24919,2015,AUTOLINE INDUSTRIES LTD.,10.0,-18.381,1579.9,89.5,1.1731,942.2395,,0.6258,744803.0
1477,24919,2016,AUTOLINE INDUSTRIES LTD.,10.0,-18.381,1122.7,68.45,1.2,865.3109,,1.0895,1202576.0
1478,24919,2017,AUTOLINE INDUSTRIES LTD.,10.0,-27.584,634.4,123.5,1.1999,2472.7721,,5.7204,1561482.0
1479,24919,2018,AUTOLINE INDUSTRIES LTD.,10.0,-22.6569,495.1,127.0,1.0955,2574.623,,5.2002,678786.0
1480,24921,2014,AUTOLITE (INDIA) LTD.,10.0,-0.7307,329.1,43.25,1.2,402.5253,,1.2885,116263.0
1481,24921,2015,AUTOLITE (INDIA) LTD.,10.0,2.2587,350.1,75.0,1.2,741.2159,42.3552,2.1686,693525.0
1482,24921,2016,AUTOLITE (INDIA) LTD.,10.0,2.2587,382.0,78.2,1.1996,787.7734,145.3818,2.2501,547105.0
1483,24921,2017,AUTOLITE (INDIA) LTD.,10.0,0.3667,395.4,110.8,1.1999,1205.8968,204.1849,3.3284,1054911.0
1484,24921,2018,AUTOLITE (INDIA) LTD.,10.0,3.2107,398.2,87.5,1.1998,938.6652,182.4368,2.6052,370923.0
1485,24967,2014,AUTOMOBILE CORPN. OF GOA LTD.,10.0,33.3716,1811.4,611.0,1.1999,3859.0737,25.3843,2.1304,224284.0
1486,24967,2015,AUTOMOBILE CORPN. OF GOA LTD.,10.0,23.4832,1875.5,590.0,1.1464,3650.3709999999996,39.6038,2.0281,76170.0
1487,24967,2016,AUTOMOBILE CORPN. OF GOA LTD.,10.0,31.4718,2006.4,752.0,1.0788,4698.3797,23.6872,2.3417,110959.0
1488,24967,2017,AUTOMOBILE CORPN. OF GOA LTD.,10.0,31.4251,2101.9,1350.0,1.2,8529.1983,43.8294,4.0579,63891.0
1489,24967,2018,AUTOMOBILE CORPN. OF GOA LTD.,10.0,33.4962,2151.8,1670.0,1.0653,10445.0893,53.3185,4.8541,20311.0
1490,24976,2014,AUTOMOTIVE AXLES LTD.,10.0,13.5389,2998.3,867.4,1.1097,12556.54,72.7996,4.2674,168917.0
1491,24976,2015,AUTOMOTIVE AXLES LTD.,10.0,19.3357,3263.4,855.2,1.1320000000000001,12678.947,62.8711,4.2287,282201.0
1492,24976,2016,AUTOMOTIVE AXLES LTD.,10.0,26.2639,3479.7,804.7,1.0813,11801.6969,37.0016,3.4885,228655.0
1493,24976,2017,AUTOMOTIVE AXLES LTD.,10.0,40.7293,4099.5,1599.0,1.1112,22921.8437,37.241,5.5914,373787.0
1494,24976,2018,AUTOMOTIVE AXLES LTD.,10.0,66.0205,4733.3,1849.0,1.1219,27033.8121,36.986999999999995,6.2542,246641.0
1495,25009,2014,AUTOPAL INDUSTRIES LTD.,10.0,1.2298,24.7,12.5,1.0,43.7046,10.1639,1.7694,400.0
1496,25009,2015,AUTOPAL INDUSTRIES LTD.,10.0,2.0593,29.7,51.05,1.05,170.0983,25.7392,6.6705,16600.0
1497,25009,2016,AUTOPAL INDUSTRIES LTD.,10.0,0.0,25.9,32.55,1.05,113.8068,,4.3941,1000.0
1498,25020,2014,AUTORIDERS FINANCE LTD.,10.0,-0.0305,-1213.2,3.21,1.0976,41.2871,,,123833.0
1499,25020,2015,AUTORIDERS FINANCE LTD.,10.0,-0.0458,-133.0,0.98,1.0952,12.3206,,,44300.0
1500,25020,2016,AUTORIDERS FINANCE LTD.,10.0,-0.0534,-133.4,1.65,1.05,21.6265,,,49908.0
1501,25020,2017,AUTORIDERS FINANCE LTD.,10.0,-0.0916,-135.1,1.43,1.05,17.5634,,,13700.0
1502,25020,2018,AUTORIDERS FINANCE LTD.,10.0,-0.0763,-136.1,0.51,0.9623,6.6846,,,11289.0
1503,25089,2014,AVAILABLE FINANCE LTD.,10.0,0.3822,161.8,23.3,1.0984,237.7462,79.3621,1.4794,139703.0
1504,25089,2015,AVAILABLE FINANCE LTD.,10.0,0.1372,163.4,6.51,1.05,66.4261,49.3179,0.4095,30000.0
1505,25089,2016,AVAILABLE FINANCE LTD.,10.0,0.147,164.4,6.3,1.05,64.2833,46.03,0.3927,13561.0
1506,25089,2017,AVAILABLE FINANCE LTD.,10.0,0.1078,165.6,9.39,1.0499,95.8127,159.6879,0.5789,48000.0
1507,25089,2018,AVAILABLE FINANCE LTD.,10.0,-0.0098,165.8,10.0,1.0493,98.3637,,0.5933,5770.0
1508,25159,2014,AVANTEL LTD.,10.0,6.314,201.5,190.0,1.2,732.0387,28.5953,3.6712,126230.0
1509,25159,2015,AVANTEL LTD.,10.0,6.2153,201.5,188.0,1.2,713.388,286.4587,3.5404,84910.0
1510,25159,2016,AVANTEL LTD.,10.0,2.3431,191.6,163.9,1.1387,648.3134,270.1306,3.423,41054.0
1511,25159,2017,AVANTEL LTD.,10.0,38.5498,360.7,478.0,1.0999,1845.4025,144.0743,6.0788,82852.0
1512,25159,2018,AVANTEL LTD.,10.0,45.4311,393.6,635.5,1.1,2464.7263,109.9597,6.5488,56996.0
1513,25176,2014,AVANTI FEEDS LTD.,10.0,119.7176,2679.7,2124.95,1.1928,17906.308999999997,18.5212,7.6696,273358.0
1514,25176,2015,AVANTI FEEDS LTD.,10.0,164.1521,3864.4,3450.0,1.1569,30319.6483,20.6669,9.4403,134658.0
1515,25176,2016,AVANTI FEEDS LTD.,2.0,35.9593,4908.6,631.7,1.1223,28193.7624,18.6465,6.1056,366854.0
1516,25176,2017,AVANTI FEEDS LTD.,2.0,80.6316,8186.8,3000.0,1.2,131159.1265,35.8172,16.0208,655066.0
1517,25176,2018,AVANTI FEEDS LTD.,2.0,92.6121,10173.3,2749.95,1.1986,122393.9909,29.0999,13.4091,4546290.0
1518,25177,2015,SARTHAK GLOBAL LTD.,10.0,0.2333,53.4,23.2,1.0,69.6,99.4286,1.3034,10.0
1519,25177,2016,SARTHAK GLOBAL LTD.,10.0,-0.0333,53.3,24.15,1.0,65.55,,1.2298,15.0
1520,25177,2017,SARTHAK GLOBAL LTD.,10.0,0.0667,52.8,21.0,1.0,63.0,315.0,1.1932,11.0
1521,25177,2018,SARTHAK GLOBAL LTD.,10.0,0.8333,55.3,18.05,1.05,54.15,108.3,1.0179,3000.0
1522,25188,2014,SARTHAK INDUSTRIES LTD.,10.0,-7.4905,377.9,10.38,1.0499,72.3367,,0.2028,13570.0
1523,25188,2015,SARTHAK INDUSTRIES LTD.,10.0,-1.8224,307.8,5.37,1.0,37.4227,,0.1216,2278.0
1524,25188,2016,SARTHAK INDUSTRIES LTD.,10.0,-1.4493,310.2,5.67,1.05,39.5134,,0.1274,30.0
1525,25188,2018,SARTHAK INDUSTRIES LTD.,10.0,2.4538,339.3,6.55,1.0497,45.646,2.6694,0.1345,1800.0
1526,25290,2014,SANOFI INDIA LTD.,10.0,118.3034,15076.3,3800.0,1.1137,85258.2111,51.5924,5.7693,119889.0
1527,25290,2015,SANOFI INDIA LTD.,10.0,83.9317,16835.8,4675.0,1.0728,106919.6626,61.3318,6.3507,104000.0
1528,25290,2016,SANOFI INDIA LTD.,10.0,112.8063,18785.0,4770.0,1.0495,107962.9498,52.9657,6.2931,195148.0
1529,25290,2017,SANOFI INDIA LTD.,10.0,134.0389,21330.3,4980.0,1.0701,110799.1709,38.5298,5.8841,106733.0
1530,25290,2018,SANOFI INDIA LTD.,10.0,163.1306,22085.3,6840.05,1.0499,154794.5681,41.2016,7.143,104028.0
1531,25487,2014,DIVINUS FABRICS LTD.,10.0,0.2468,46.8,550.0,1.05,2091.672,2967.6218,44.8857,22200.0
1532,25487,2015,DIVINUS FABRICS LTD.,10.0,0.1122,47.1,437.5,1.05,1828.7087,4571.7719,38.8261,12000.0
1533,25487,2016,DIVINUS FABRICS LTD.,10.0,0.0673,47.4,465.0,1.0972,1863.0277,6210.0922,39.3044,107000.0
1534,25487,2017,DIVINUS FABRICS LTD.,10.0,0.0673,47.7,280.0,1.0954,1247.9611,4159.8704,26.3283,22039.0
1535,25487,2018,DIVINUS FABRICS LTD.,10.0,0.0449,47.9,144.0,1.05,634.9002,5673.7661,13.3945,21256.0
1536,25574,2014,AVON LIFESCIENCES LTD.,10.0,-11.3067,513.9,15.03,1.1789,330.75,,1.2736,107396.0
1537,25574,2015,AVON LIFESCIENCES LTD.,10.0,-5.6481,199.1,61.95,1.1084,1356.75,,9.6842,1144427.0
1538,25574,2016,AVON LIFESCIENCES LTD.,10.0,-5.6481,115.9,44.85,1.1642,1027.2925,,184.0208,827378.0
1539,25574,2017,AVON LIFESCIENCES LTD.,10.0,-7.765,-184.4,14.25,1.1996,339.5062,,,1213458.0
1540,25574,2018,AVON LIFESCIENCES LTD.,10.0,-7.5761,-364.8,20.37,1.05,482.6945,,,134330.0
1541,25580,2014,C N I RESEARCH LTD.,1.0,0.0596,205.7,7.14,1.1176,721.7912,308.5467,3.6144,2117193.0
1542,25580,2015,C N I RESEARCH LTD.,1.0,0.1803,247.5,12.52,1.1987,1269.8949,204.8218,6.1735,2748443.0
1543,25580,2016,C N I RESEARCH LTD.,1.0,0.17600000000000002,247.5,7.0,1.199,792.1510000000001,39.2154,3.2006,1101217.0
1544,25580,2017,C N I RESEARCH LTD.,1.0,0.0096,228.0,4.4,1.1081,464.9582,464.9582,2.1264,688656.0
1545,25580,2018,C N I RESEARCH LTD.,1.0,0.0078,228.7,3.82,1.1289,421.3325,413.2962,1.8835,883248.0
1546,25600,2014,AVON CORPORATION LTD.,10.0,-19.7506,-274.1,0.76,1.087,48.4352,,,486764.0
1547,25727,2014,AXEL POLYMERS LTD.,10.0,-0.1395,17.3,4.19,1.05,18.017,,1.6679,16518.0
1548,25727,2015,AXEL POLYMERS LTD.,10.0,0.2791,16.7,6.91,1.05,29.67,94.6,3.4906,25037.0
1549,25727,2016,AXEL POLYMERS LTD.,10.0,1.2558,14.7,11.57,1.05,48.246,18.06,3.282,29010.0
1550,25727,2017,AXEL POLYMERS LTD.,10.0,0.3953,15.4,21.55,1.05,92.665,638.98,6.2894,51073.0
1551,25727,2018,AXEL POLYMERS LTD.,10.0,1.6744,16.6,29.25,1.05,124.27,48.7022,7.8652,33973.0
1552,25754,2014,ELIXIR CAPITAL LTD.,10.0,1.0684,169.3,48.6,1.0997,268.6882,95.9601,1.6658,63409.0
1553,25754,2015,ELIXIR CAPITAL LTD.,10.0,1.3096,171.3,93.3,1.1998,515.9045,83.2104,3.0654,90971.0
1554,25754,2016,ELIXIR CAPITAL LTD.,10.0,2.4469,171.3,49.9,1.1111,275.0717,37.6413,1.6069,5961.0
1555,25754,2017,ELIXIR CAPITAL LTD.,10.0,1.3958,171.5,48.9,1.1,270.139,1260.7452,1.6452,26019.0
1556,25754,2018,ELIXIR CAPITAL LTD.,10.0,1.2407,171.4,55.0,1.125,303.5074,43.6922,1.7718,8540.0
1557,25782,2014,AXON VENTURES LTD.,10.0,0.0916,134.4,13.5,1.099,103.14,118.42,0.7814,375155.0
1558,25782,2015,AXON VENTURES LTD.,10.0,0.0916,134.4,5.99,1.05,45.7636,65.3766,0.3405,5717.0
1559,25782,2016,AXON VENTURES LTD.,10.0,0.1309,132.6,6.47,1.05,47.5972,44.5667,0.3748,3209.0
1560,25782,2017,AXON VENTURES LTD.,10.0,0.6545,131.9,4.33,1.05,33.0812,88.624,0.2508,3825.0
1561,25782,2018,AXON VENTURES LTD.,10.0,-0.0785,131.3,2.78,1.05,20.9336,,0.1633,6540.0
1562,25790,2014,AXTEL INDUSTRIES LTD.,10.0,2.7601,288.1,15.22,1.1,234.2446,7.9064,0.9726,64786.0
1563,25790,2015,AXTEL INDUSTRIES LTD.,10.0,2.0365,256.2,17.54,1.1998,283.3552,8.6126,1.1976,64396.0
1564,25790,2016,AXTEL INDUSTRIES LTD.,10.0,6.5925,331.4,88.7,1.1997,1370.7348,17.551,4.1362,298820.0
1565,25790,2017,AXTEL INDUSTRIES LTD.,10.0,6.7596,397.1,122.5,1.1995,1916.767,29.4887,4.8269,166684.0
1566,25790,2018,AXTEL INDUSTRIES LTD.,10.0,4.2897,448.8,140.4,1.1308,2152.6271,35.5219,5.3256,67462.0
1567,25932,2014,GLOBAL VECTRA HELICORP LTD.,10.0,24.1143,-242.5,93.3,1.1,1269.8,18.2881,,439812.0
1568,25932,2015,GLOBAL VECTRA HELICORP LTD.,10.0,16.8143,23.7,140.6,1.1994,1941.1,22.5447,65.2152,370428.0
1569,25932,2016,GLOBAL VECTRA HELICORP LTD.,10.0,15.8143,86.0,149.0,1.2,2013.9,9.0962,84.9747,829955.0
1570,25932,2017,GLOBAL VECTRA HELICORP LTD.,10.0,14.4429,304.4,203.45,1.1999,2751.7,15.2618,27.7267,1869904.0
1571,25932,2018,GLOBAL VECTRA HELICORP LTD.,10.0,13.7857,297.7,191.0,1.2,2592.8,13.4342,8.7094,664979.0
1572,26005,2014,B & A LTD.,10.0,32.6129,634.6,211.9,1.156,593.96,8.0405,1.3938,195545.0
1573,26005,2015,B & A LTD.,10.0,33.0,710.4,265.3,1.1969,798.87,9.887,1.2842,165964.0
1574,26005,2016,B & A LTD.,10.0,33.0,710.4,239.9,1.0987,721.68,14.0448,1.2363,16315.0
1575,26005,2017,B & A LTD.,10.0,16.5806,693.6,374.0,1.1887,1133.05,36.5679,2.0428,108154.0
1576,26005,2018,B & A LTD.,10.0,21.6452,691.6,333.0,1.0999,1002.075,15.2595,1.5355,19616.0
1577,26006,2014,B & A PACKAGING INDIA LTD.,10.0,3.1852,113.5,3.15,1.0,15.6256,0.9890000000000001,0.1377,100.0
1578,26039,2014,B 2 B SOFTWARE TECHNOLOGIES LTD.,10.0,0.5783,47.1,12.13,1.05,140.5309,28.6798,2.9841,6474.0
1579,26039,2015,B 2 B SOFTWARE TECHNOLOGIES LTD.,10.0,1.0876,58.8,16.0,1.05,179.5737,33.7159,3.5772,21885.0
1580,26039,2016,B 2 B SOFTWARE TECHNOLOGIES LTD.,10.0,1.2775,72.0,14.82,1.05,163.5858,12.6976,2.6631,95000.0
1581,26039,2017,B 2 B SOFTWARE TECHNOLOGIES LTD.,10.0,1.1825,80.8,15.99,1.05,178.4152,20.5075,2.388,17112.0
1582,26039,2018,B 2 B SOFTWARE TECHNOLOGIES LTD.,10.0,0.7941,82.8,16.75,1.0495,193.3603,71.1344,2.3696,10000.0
1583,26061,2014,B A G FILMS & MEDIA LTD.,2.0,-0.3313,2792.6,5.15,1.2,842.5795,,0.3059,2400527.0
1584,26061,2015,B A G FILMS & MEDIA LTD.,2.0,-0.4947,2699.2,4.2,1.2,723.8083,,0.2812,2135290.0
1585,26061,2016,B A G FILMS & MEDIA LTD.,2.0,-0.0797,2659.7,7.3,1.2,1279.203,,0.4824,3130074.0
1586,26061,2017,B A G FILMS & MEDIA LTD.,2.0,-0.0622,2633.4,9.2,1.2,1678.0134,,0.6399,6224718.0
1587,26061,2018,B A G FILMS & MEDIA LTD.,2.0,-0.0978,2608.0,8.45,1.1996,1471.0835,,0.5656,6141630.0
1588,26076,2014,B A S F INDIA LTD.,10.0,31.8674,13021.4,1389.0,1.1372,57751.7009,118.3194,4.5041,446138.0
1589,26076,2015,B A S F INDIA LTD.,10.0,-1.7743,12426.0,1499.7,1.0946,62424.3857,,5.0237,312002.0
1590,26076,2016,B A S F INDIA LTD.,10.0,-14.0416,11258.1,1289.7,1.0773,54533.4136,,4.9288,343307.0
1591,26076,2017,B A S F INDIA LTD.,10.0,5.4314,12758.4,2280.0,1.2,97457.6185,414.5369,7.6387,628791.0
1592,26076,2018,B A S F INDIA LTD.,10.0,25.0014,13683.2,2430.0,1.105,101736.40400000001,121.3314,7.9311,157202.0
1593,26124,2014,DWITIYA TRADING LTD.,10.0,0.1198,53.2,893.0,1.1,4473.93,10415.79,84.0964,2516.0
1594,26124,2015,DWITIYA TRADING LTD.,10.0,0.2395,54.0,1411.0,1.05,7069.11,25463.325,132.878,8000.0
1595,26124,2016,DWITIYA TRADING LTD.,10.0,-0.0399,52.7,1390.0,1.0197,6963.9,,132.1423,7182.0
1596,26124,2017,DWITIYA TRADING LTD.,10.0,0.024,53.0,1546.0,1.0381,7509.99,12420.625,142.5046,81411.0
1597,26124,2018,DWITIYA TRADING LTD.,2.0,0.0,52.2,277.2,1.0494,6938.85,,132.9282,340000.0
1598,26213,2014,HEMANG RESOURCES LTD.,10.0,4.1667,323.1,17.85,1.1,227.04,8.7606,0.7232,44732.0
1599,26213,2015,HEMANG RESOURCES LTD.,10.0,4.4015,333.2,13.89,1.1,172.392,13.299000000000001,0.5257,17356.0
1600,26213,2016,HEMANG RESOURCES LTD.,10.0,0.9621,344.2,13.17,1.05,165.924,161.3333,0.5321,26999.0
1601,26213,2017,HEMANG RESOURCES LTD.,10.0,0.6439,334.3,13.35,1.05,169.62,19.9553,0.5184,14597.0
1602,26213,2018,HEMANG RESOURCES LTD.,10.0,-6.2652,244.5,10.0,1.05,132.0,,1.0526,5950.0
1603,26214,2014,B C C FUBA INDIA LTD.,10.0,-2.3601,-18.5,4.78,1.05,28.9623,,,4697.0
1604,26214,2015,B C C FUBA INDIA LTD.,10.0,-1.1553,-32.4,3.36,1.05,20.3584,,,9201.0
1605,26214,2016,B C C FUBA INDIA LTD.,10.0,-0.2971,-39.6,7.77,1.05,47.0788,,,45000.0
1606,26214,2017,B C C FUBA INDIA LTD.,10.0,-0.099,-40.7,17.52,1.05,106.1546,,,51770.0
1607,26214,2018,B C C FUBA INDIA LTD.,10.0,-0.4115,133.3,21.7,1.05,316.918,,2.3775,22589.0
1608,26365,2014,B D H INDUSTRIES LTD.,10.0,4.5855,234.5,56.75,1.05,317.5151,13.0749,1.3986,42716.0
1609,26365,2015,B D H INDUSTRIES LTD.,10.0,5.4887,250.0,115.2,1.05,663.2410000000001,22.4827,2.7271,58213.0
1610,26365,2016,B D H INDUSTRIES LTD.,10.0,5.7666,274.4,139.8,1.05,766.8724,24.2681,3.0675,63287.0
1611,26365,2017,B D H INDUSTRIES LTD.,10.0,5.8013,289.9,98.5,1.0499,547.5192,16.7085,1.9795,80588.0
1612,26365,2018,B D H INDUSTRIES LTD.,10.0,7.9551,326.8,88.0,1.05,494.8399,15.4156,1.6391,46444.0
1613,26474,2016,B F L ASSET FINVEST LTD.,10.0,4.7006,71.9,30.5,1.0498,155.6567,9.3208,2.1649,101.0
1614,26474,2017,B F L ASSET FINVEST LTD.,10.0,1.7047,139.0,74.0,1.0929,755.059,51.8116,5.4321,3020.0
1615,26474,2018,B F L ASSET FINVEST LTD.,10.0,1.9895,148.7,74.5,1.011,760.1608,37.4463,5.112,50.0
1616,26485,2014,B F UTILITIES LTD.,5.0,2.0176,731.0,817.95,1.1999,30399.6592,1983.3904,44.1599,3277360.0
1617,26485,2015,B F UTILITIES LTD.,5.0,1.6991,784.1,890.0,1.195,31753.8104,630.5617,46.1404,7623994.0
1618,26485,2016,B F UTILITIES LTD.,5.0,1.8292,853.0,724.7,1.1813,26565.0946,868.3014,34.1541,6273688.0
1619,26485,2017,B F UTILITIES LTD.,5.0,1.9353,850.0,546.95,1.1476,19743.4872,453.6288,23.5828,5350617.0
1620,26485,2018,B F UTILITIES LTD.,5.0,6.4485,1085.8,600.0,1.0901,22022.3787,157.0783,22.1531,6659449.0
1621,26633,2014,BILCARE LTD.,10.0,-54.3592,8625.1,111.35,1.1568,2496.9717,,0.3036,480697.0
1622,26633,2015,BILCARE LTD.,10.0,-58.0117,7285.6,79.75,1.1992,1775.3104,,0.2856,338687.0
1623,26633,2016,BILCARE LTD.,10.0,-109.0412,6225.1,83.95,1.1282,1855.3642,,0.3141,548366.0
1624,26633,2017,BILCARE LTD.,10.0,-57.3704,5635.5,79.8,1.1994,1801.2102,,0.3506,381173.0
